,year,sex,suicides_rate,population,gdp_per_capita,HDI for year
1146,,,,14773900,21876,8.279999999999998
1147,,,,14952800,19968,0.0
1148,,,,15150100,19728,0.0
1149,,,,15331400,18324,0.0
1150,,,,15229600,16740,0.0
1151,,,,14989600,16308,7.967999999999999
1152,,,,14487700,17424,0.0
1153,,,,14394600,18480,0.0
1154,,,,13844200,19188,0.0
1155,,,,13773400,14700,0.0
1156,,,,13772422,15936,8.148000000000001
1157,,,,13772696,19296,0.0
1158,,,,13777476,21456,0.0
1159,,,,13811863,26784,0.0
1160,,,,13873328,37320,0.0
1161,,,,13947770,49152,8.952000000000002
1162,,,,14037676,69240,0.0
1163,,,,14125606,89076,0.0
1164,,,,14216053,112644,0.0
1165,,,,14370635,96288,0.0
1166,,,,14713167,120744,9.191999999999998
1167,,,,14853350,155628,9.264000000000001
1168,,,,15023549,166140,9.336000000000002
1169,,,,15215382,186624,9.42
1170,,,,15428844,172212,9.456000000000001
1171,,,,15646752,141408,0.0
1172,,,,61855,9216,0.0
1173,,,,62856,9108,0.0
1174,,,,63848,8820,0.0
1175,,,,64871,10140,0.0
1176,,,,65923,10260,0.0
1177,,,,67126,11892,0.0
1178,,,,68328,11856,0.0
1179,,,,69570,11268,0.0
1180,,,,70938,11676,0.0
1181,,,,72440,11136,0.0
1182,,,,73851,10248,0.0
1183,,,,1468000,175284,8.784
1184,,,,1535300,139932,0.0
1185,,,,1606300,167088,0.0
1186,,,,1273600,225576,0.0
1187,,,,1448000,205932,0.0
1188,,,,1511100,215940,9.024
1189,,,,1568700,240912,0.0
1190,,,,1617500,225192,0.0
1191,,,,1825766,170508,0.0
1192,,,,1898700,190368,0.0
1193,,,,1973153,229344,9.648000000000001
1194,,,,2038530,205392,0.0
1195,,,,2158603,212016,0.0
1196,,,,1950622,294528,0.0
1197,,,,1996086,357336,0.0
1198,,,,2062968,469992,9.540000000000001
1199,,,,2165713,562680,0.0
1200,,,,3074918,447396,0.0
1201,,,,3369394,524952,0.0
1202,,,,3165654,401436,0.0
1203,,,,3281614,422052,9.707999999999998
1204,,,,3333698,554436,9.744
1205,,,,3496698,597372,9.779999999999996
1206,,,,3574090,584748,9.792000000000002
1207,,,,3715284,525288,9.792000000000002
1208,,,,3737300,8580,7.380000000000002
1209,,,,3796500,8124,0.0
1210,,,,3839300,7236,0.0
1211,,,,3841200,6336,0.0
1212,,,,3851100,5244,0.0
1213,,,,3905400,5100,6.744000000000002
1214,,,,3978800,5508,0.0
1215,,,,4059900,5220,0.0
1216,,,,4139700,4776,0.0
1217,,,,4298100,3492,0.0
1218,,,,4369202,3756,7.116
1219,,,,4425784,4140,0.0
1220,,,,4473163,4308,0.0
1221,,,,4520843,5088,0.0
1222,,,,4572278,5808,0.0
1223,,,,4614533,6396,7.367999999999999
1224,,,,4646475,7320,0.0
1225,,,,4668640,9768,0.0
1226,,,,4690924,13152,0.0
1227,,,,4800134,11724,0.0
1228,,,,4837556,11892,7.608000000000001
1229,,,,4870538,15276,7.668000000000002
1230,,,,4932360,16068,7.739999999999998
1231,,,,5012200,17556,7.824000000000001
1232,,,,5096430,17580,7.860000000000002
1233,,,,5195827,15420,0.0
1234,,,,2374700,29256,8.040000000000001
1235,,,,2363400,30312,0.0
1236,,,,2354700,33252,0.0
1237,,,,2344100,36732,0.0
1238,,,,2333400,38736,0.0
1239,,,,2272107,41928,8.724000000000002
1240,,,,2242227,44688,0.0
1241,,,,2214484,51732,0.0
1242,,,,2190211,64368,0.0
1243,,,,2163477,79728,0.0
1244,,,,2137831,94992,9.671999999999997
1245,,,,2115215,121668,0.0
1246,,,,2093878,177096,0.0
1247,,,,2067529,206604,0.0
1248,,,,2030316,154680,0.0
1249,,,,1987906,143412,9.732
1250,,,,1953611,173364,9.744
1251,,,,1931521,174696,9.756
1252,,,,1912464,189840,9.792000000000002
1253,,,,1894041,198528,9.828000000000003
1254,,,,1875522,172584,0.0
1255,,,,3387149,27888,8.411999999999997
1256,,,,3375163,29808,0.0
1257,,,,3364273,36096,0.0
1258,,,,3350973,40248,0.0
1259,,,,3333452,39504,0.0
1260,,,,3315125,41772,9.047999999999998
1261,,,,3294138,44628,0.0
1262,,,,3274488,52320,0.0
1263,,,,3254127,69336,0.0
1264,,,,3222969,84336,0.0
1265,,,,3174728,98748,9.671999999999997
1266,,,,3125767,116004,0.0
1267,,,,3087867,154428,0.0
1268,,,,3053756,188028,0.0
1269,,,,3016497,148944,0.0
1270,,,,2949737,151008,9.924000000000001
1271,,,,2879805,181164,9.971999999999996
1272,,,,2837770,181188,9.996
1273,,,,2806627,198456,10.043999999999999
1274,,,,2781577,209304,10.068000000000003
1275,,,,2753926,180876,0.0
1276,,,,2445296,157420,0.0
1277,,,,344800,164916,9.024
1278,,,,346000,240048,0.0
1279,,,,349400,295848,0.0
1280,,,,352300,332112,0.0
1281,,,,355400,350868,0.0
1282,,,,358800,442452,9.348
1283,,,,362900,473580,0.0
1284,,,,367300,524880,0.0
1285,,,,372000,531840,0.0
1286,,,,377000,583320,0.0
1287,,,,382100,677988,9.659999999999998
1288,,,,387700,674028,0.0
1289,,,,392600,603120,0.0
1290,,,,397915,609456,0.0
1291,,,,403890,660648,0.0
1292,,,,410164,622092,10.212
1293,,,,413930,616692,0.0
1294,,,,418106,677808,0.0
1295,,,,423654,837216,0.0
1296,,,,430128,967668,0.0
1297,,,,437338,1024764,10.560000000000002
1298,,,,444821,1144212,0.0
1299,,,,452012,1350972,0.0
1300,,,,460371,1455780,0.0
1301,,,,469209,1313796,0.0
1302,,,,477979,1335936,10.631999999999998
1303,,,,488918,1472748,10.656
1304,,,,501044,1357440,10.656
1305,,,,512689,1445076,10.680000000000001
1306,,,,524940,1516224,10.703999999999999
1307,,,,537748,1289472,0.0
1308,,,,346542,216972,0.0
1309,,,,247387,30288,7.235999999999998
1310,,,,255503,40872,0.0
1311,,,,263747,40812,0.0
1312,,,,272110,46404,0.0
1313,,,,280526,52476,0.0
1314,,,,288936,48312,7.656
1315,,,,305536,73380,0.0
1316,,,,313924,86832,0.0
1317,,,,331559,93672,8.196
1318,,,,341018,97620,8.279999999999998
1319,,,,307200,43668,8.556
1320,,,,315800,54528,0.0
1321,,,,317400,66204,0.0
1322,,,,320800,75540,0.0
1323,,,,324000,78468,0.0
1324,,,,327400,93360,8.748000000000001
1325,,,,330800,99756,0.0
1326,,,,334300,108480,0.0
1327,,,,337700,96264,0.0
1328,,,,341700,105300,0.0
1329,,,,344900,119688,8.891999999999998
1330,,,,348200,123048,0.0
1331,,,,350400,126900,0.0
1332,,,,353400,133236,0.0
1333,,,,355600,139284,0.0
1334,,,,362676,142476,9.191999999999998
1335,,,,370541,140292,0.0
1336,,,,374456,150288,0.0
1337,,,,377785,173328,0.0
1338,,,,380918,190992,0.0
1339,,,,384111,199776,9.623999999999997
1340,,,,386038,210048,0.0
1341,,,,387581,243996,0.0
1342,,,,390195,276084,0.0
1343,,,,393102,260340,0.0
1344,,,,394949,265584,9.888
1345,,,,396423,287808,9.864
1346,,,,399138,276888,9.959999999999999
1347,,,,402728,302292,10.043999999999999
1348,,,,406525,331608,10.068000000000003
1349,,,,410637,309000,0.0
1350,,,,883400,14676,6.900000000000001
1351,,,,898100,19632,0.0
1352,,,,911300,24876,0.0
1353,,,,925000,27804,0.0
1354,,,,932900,28188,0.0
1355,,,,941100,33840,7.427999999999998
1356,,,,938100,36540,0.0
1357,,,,948300,40800,0.0
1358,,,,958300,40860,0.0
1359,,,,972800,43896,0.0
1360,,,,981900,49380,7.764000000000002
1361,,,,995000,53328,0.0
1362,,,,1011700,49668,0.0
1363,,,,1026300,48756,0.0
1364,,,,1042400,49404,0.0
1365,,,,1056073,52068,8.088000000000003
1366,,,,1068947,50928,0.0
1367,,,,1079755,52980,0.0
1368,,,,1092234,61632,0.0
1369,,,,1103091,69468,0.0
1370,,,,1113942,67692,8.663999999999998
1371,,,,1125301,74952,0.0
1372,,,,1135233,86148,0.0
1373,,,,1146258,104592,0.0
1374,,,,1159551,94476,0.0
1375,,,,1164931,103044,9.072000000000001
1376,,,,1173352,117804,9.144000000000002
1377,,,,1180547,118608,9.264000000000001
1378,,,,1147390,126864,9.300000000000002
1379,,,,1151424,133440,9.324
1380,,,,1154848,121500,0.0
1381,,,,992432,105700,0.0
1382,,,,67566000,32760,7.608000000000001
1383,,,,69123500,22476,0.0
1384,,,,67948100,24768,0.0
1385,,,,69646000,31560,0.0
1386,,,,71359000,37500,0.0
1387,,,,73076900,43140,7.775999999999999
1388,,,,74796300,50448,0.0
1389,,,,75285800,57960,0.0
1390,,,,76826800,78216,0.0
1391,,,,78374100,80820,0.0
1392,,,,79927100,54060,8.040000000000001
1393,,,,83802294,58848,0.0
1394,,,,85340880,70368,0.0
1395,,,,86825678,72768,0.0
1396,,,,88271977,81600,0.0
1397,,,,89694793,94704,8.388
1398,,,,91052714,99732,0.0
1399,,,,92394316,100284,0.0
1400,,,,93758859,93348,0.0
1401,,,,95193068,98604,0.0
1402,,,,96730008,108852,8.663999999999998
1403,,,,98468839,118872,0.0
1404,,,,100294297,125952,0.0
1405,,,,102170587,130368,0.0
1406,,,,104044342,103812,0.0
1407,,,,105875861,119892,8.952000000000002
1408,,,,107655100,131580,8.976
1409,,,,109368765,131784,9.047999999999998
1410,,,,111036708,137736,9.06
1411,,,,112692589,139956,9.072000000000001
1412,,,,114357884,122736,0.0
1413,,,,2167589,41450,0.0
1414,,,,578668,20412,0.0
1415,,,,578668,24048,0.0
1416,,,,578668,26640,0.0
1417,,,,579688,35352,0.0
1418,,,,581623,42780,0.0
1419,,,,583232,46440,9.0
1420,,,,584885,55848,0.0
1421,,,,587244,75216,0.0
1422,,,,589953,92460,0.0
1423,,,,592234,84276,0.0
1424,,,,13618300,125136,9.588000000000001
1425,,,,13695500,173748,0.0
1426,,,,13777000,210720,0.0
1427,,,,13855700,223932,0.0
1428,,,,13929300,219720,0.0
1429,,,,14014300,269100,9.948
1430,,,,14114800,274872,0.0
1431,,,,14216900,302460,0.0
1432,,,,14313600,292620,0.0
1433,,,,14397700,311964,0.0
1434,,,,14474000,370200,10.332
1435,,,,14553700,367500,0.0
1436,,,,14639900,337872,0.0
1437,,,,14734600,352212,0.0
1438,,,,14832000,357588,0.0
1439,,,,14933235,331728,10.524000000000001
1440,,,,15038337,340392,0.0
1441,,,,15130318,369084,0.0
1442,,,,15203397,451368,0.0
1443,,,,15265861,511368,0.0
1444,,,,15320595,531468,10.691999999999998
1445,,,,15368697,567372,0.0
1446,,,,15425404,653016,0.0
1447,,,,15506963,724500,0.0
1448,,,,15602176,659856,0.0
1449,,,,15691409,639624,10.908000000000001
1450,,,,15772162,680004,11.028000000000004
1451,,,,15839503,628008,11.040000000000001
1452,,,,15899508,654120,11.040000000000001
1453,,,,15899508,663900,11.064000000000002
1454,,,,16057342,566472,0.0
1455,,,,14239554,481080,0.0
1456,,,,3025800,98952,9.659999999999998
1457,,,,3026100,121368,0.0
1458,,,,3047100,158856,0.0
1459,,,,3055200,178680,0.0
1460,,,,3063800,173004,0.0
1461,,,,3089400,176808,9.840000000000002
1462,,,,3203900,160140,0.0
1463,,,,3235600,154416,0.0
1464,,,,3273200,171252,0.0
1465,,,,3319500,199380,0.0
1466,,,,3373800,227340,10.260000000000003
1467,,,,3432500,245208,0.0
1468,,,,3470200,228492,0.0
1469,,,,3502800,192624,0.0
1470,,,,3549300,198672,0.0
1471,,,,3573690,176700,10.488000000000005
1472,,,,3599090,179616,0.0
1473,,,,3659190,218496,0.0
1474,,,,3729420,283956,0.0
1475,,,,3802510,327900,0.0
1476,,,,3849280,357636,10.739999999999997
1477,,,,3898600,343536,0.0
1478,,,,3935450,418704,0.0
1479,,,,3968450,403020,0.0
1480,,,,4009980,363108,0.0
1481,,,,4055470,433740,10.86
1482,,,,4090460,494208,10.884
1483,,,,4120870,513072,10.908000000000001
1484,,,,4129770,554376,10.931999999999997
1485,,,,5107427,20580,7.427999999999998
1486,,,,5177921,22656,7.476000000000002
1487,,,,5251443,24072,7.5
1488,,,,5326935,24744,7.5360000000000005
1489,,,,5402424,26388,7.572000000000002
1490,,,,5476483,27636,0.0
1491,,,,3911700,241404,0.0
1492,,,,3929500,287760,0.0
1493,,,,3946600,309840,0.0
1494,,,,3955800,311340,0.0
1495,,,,3961300,362880,10.188
1496,,,,3972600,368136,0.0
1497,,,,3989800,393516,0.0
1498,,,,4010500,360792,0.0
1499,,,,4033300,378240,0.0
1500,,,,4055900,449796,10.596
1501,,,,4078000,481176,0.0
1502,,,,4102100,472020,0.0
1503,,,,4129400,448008,0.0
1504,,,,4159745,468156,0.0
1505,,,,4168315,493188,11.004
1506,,,,4215103,495372,0.0
1507,,,,4243689,552588,0.0
1508,,,,4273124,642396,0.0
1509,,,,4301960,737400,0.0
1510,,,,4335092,854580,11.171999999999997
1511,,,,4372103,948084,0.0
1512,,,,4417369,1089564,0.0
1513,,,,4472089,1241172,0.0
1514,,,,4527536,1024728,0.0
1515,,,,4582885,1123656,11.279999999999996
1516,,,,4643300,1289160,11.292000000000002
1517,,,,4706585,1300896,11.304
1518,,,,4767605,1317648,11.304
1519,,,,4827178,1241316,11.328000000000003
1520,,,,4882909,950244,0.0
1521,,,,2607549,222684,0.0
1522,,,,2748440,256044,9.540000000000001
1523,,,,3631098,267936,9.516
1524,,,,1899700,41316,7.775999999999999
1525,,,,1939900,42048,0.0
1526,,,,1980800,41364,0.0
1527,,,,2064310,34308,0.0
1528,,,,2112479,33624,0.0
1529,,,,2472851,47904,0.0
1530,,,,2526210,50724,0.0
1531,,,,2579433,53856,0.0
1532,,,,2633348,55272,0.0
1533,,,,2688510,54924,8.568000000000003
1534,,,,2742982,54696,0.0
1535,,,,2800046,55692,0.0
1536,,,,2858964,57480,0.0
1537,,,,2918453,61728,0.0
1538,,,,2977595,65988,8.796
1539,,,,3037959,71664,0.0
1540,,,,3097138,82512,0.0
1541,,,,3155636,95664,0.0
1542,,,,3214513,101232,0.0
1543,,,,3274415,107892,9.132
1544,,,,3334191,124836,9.108000000000002
1545,,,,3395244,142896,9.264000000000001
1546,,,,3457387,158268,9.324
1547,,,,3520213,170172,9.360000000000001
1548,,,,3583382,181896,0.0
1549,,,,3077314,11568,6.768
1550,,,,3167535,13032,0.0
1551,,,,3261975,13896,0.0
1552,,,,3459176,15960,0.0
1553,,,,3560229,19200,6.947999999999998
1554,,,,3662812,22884,0.0
1555,,,,3972517,23772,0.0
1556,,,,4076758,26676,7.248
1557,,,,4181422,28092,0.0
1558,,,,4284973,27912,0.0
1559,,,,4388094,24684,0.0
1560,,,,4492220,22416,0.0
1561,,,,4598158,21384,7.476000000000002
1562,,,,4701314,19560,0.0
1563,,,,4809921,15780,0.0
1564,,,,4920489,16068,0.0
1565,,,,5027301,19176,0.0
1566,,,,5126457,20448,7.751999999999999
1567,,,,5223460,24456,0.0
1568,,,,5307169,31188,0.0
1569,,,,5382169,41256,0.0
1570,,,,5456220,35040,0.0
1571,,,,5534703,43428,8.016
1572,,,,5610499,53688,8.052000000000001
1573,,,,5695283,51828,8.028000000000002
1574,,,,5786207,60072,8.123999999999999
1575,,,,5877594,63048,8.148000000000001
1576,,,,55304684,11496,0.0
1577,,,,56781569,11484,0.0
1578,,,,62772694,15744,0.0
1579,,,,64252614,13488,0.0
1580,,,,65740201,15144,0.0
1581,,,,67243482,14460,7.476000000000002
1582,,,,68738092,13308,0.0
1583,,,,70256443,13896,0.0
1584,,,,71781489,14028,0.0
1585,,,,76435755,19188,0.0
1586,,,,78008654,22980,0.0
1587,,,,79595888,26256,0.0
1588,,,,81193855,24876,0.0
1589,,,,82760992,28944,7.848
1590,,,,84201767,31944,7.836000000000002
1591,,,,35164800,22512,8.556
1592,,,,35396300,28992,0.0
1593,,,,35605400,31800,0.0
1594,,,,35792600,32196,0.0
1595,,,,35960000,36972,0.0
1596,,,,36104900,47244,8.88
1597,,,,36243300,52956,0.0
1598,,,,36575200,55680,0.0
1599,,,,36233344,56928,9.431999999999997
1600,,,,36295390,62988,0.0
1601,,,,36347498,65592,0.0
1602,,,,36353775,71796,0.0
1603,,,,36371596,84168,0.0
1604,,,,36371365,101004,9.659999999999998
1605,,,,36348232,113820,0.0
1606,,,,36310843,141792,0.0
1607,,,,36262711,176652,0.0
1608,,,,36223402,145692,0.0
1609,,,,36027791,159648,9.948
1610,,,,36008237,176232,9.996
1611,,,,36013446,166728,10.055999999999997
1612,,,,36023694,174624,10.08
1613,,,,36059630,181428,10.116
1614,,,,36086575,158736,0.0
1615,,,,9313930,34944,8.112
1616,,,,9349248,49740,0.0
1617,,,,9378989,61656,0.0
1618,,,,9400481,71940,0.0
1619,,,,9415270,77232,0.0
1620,,,,9420814,100272,8.52
1621,,,,9410507,113796,0.0
1622,,,,9401557,137340,0.0
1623,,,,9410082,121176,0.0
1624,,,,9436009,126792,0.0
1625,,,,9473844,149628,9.108000000000002
1626,,,,9515960,154644,0.0
1627,,,,9564579,146844,0.0
1628,,,,9617110,154704,0.0
1629,,,,9671357,158160,0.0
1630,,,,9740085,145824,9.384
1631,,,,9809536,148692,0.0
1632,,,,9859832,163368,0.0
1633,,,,9895009,200052,0.0
1634,,,,10005713,288036,0.0
1635,,,,10030640,313452,0.0
1636,,,,10049918,291048,0.0
1637,,,,10066628,284076,9.828000000000003
1638,,,,10062815,292044,9.899999999999999
1639,,,,10029396,258876,9.924000000000001
1640,,,,9985074,271692,9.936
1641,,,,9944433,277092,9.959999999999999
1642,,,,3082500,78984,0.0
1643,,,,3143200,84024,0.0
1644,,,,3189400,90396,0.0
1645,,,,3235600,97860,0.0
1646,,,,3283800,102912,0.0
1647,,,,3204000,114624,0.0
1648,,,,3237200,119688,0.0
1649,,,,3287900,126396,0.0
1650,,,,3312472,133752,0.0
1651,,,,3343624,142452,0.0
1652,,,,3375154,151632,0.0
1653,,,,3401823,159936,0.0
1654,,,,3432757,168444,0.0
1655,,,,3464834,187320,0.0
1656,,,,3492721,198720,0.0
1657,,,,3511947,210828,0.0
1658,,,,3522212,235788,0.0
1659,,,,3523951,243900,0.0
1660,,,,3519026,255168,0.0
1661,,,,3511462,274488,0.0
1662,,,,3504599,287328,0.0
1663,,,,3499036,299316,0.0
1664,,,,3493631,307500,0.0
1665,,,,3488811,322080,0.0
1666,,,,3484474,331932,0.0
1667,,,,3480379,339204,0.0
1668,,,,3475298,346512,0.0
1669,,,,3472672,350964,0.0
1670,,,,3471665,354120,0.0
1671,,,,3470956,354180,0.0
1672,,,,3469521,356736,0.0
1673,,,,463449,210708,9.395999999999997
1674,,,,539483,390120,0.0
1675,,,,697191,546204,0.0
1676,,,,796618,670788,10.043999999999999
1677,,,,940090,777144,0.0
1678,,,,1115479,857520,0.0
1679,,,,1310465,1055532,0.0
1680,,,,1506649,778932,0.0
1681,,,,1689592,888660,10.128
1682,,,,1854081,1085880,10.091999999999999
1683,,,,2003149,1119240,10.176000000000002
1684,,,,2135349,1116792,10.188
1685,,,,2251682,1099044,10.199999999999998
1686,,,,2354147,839244,0.0
1687,,,,2213121,624840,0.0
1688,,,,36716700,32772,0.0
1689,,,,37540400,36936,0.0
1690,,,,38114900,46008,0.0
1691,,,,38700500,61068,0.0
1692,,,,39171500,74604,0.0
1693,,,,39589500,84672,0.0
1694,,,,39993700,97740,0.0
1695,,,,40371200,104052,0.0
1696,,,,40754800,113748,0.0
1697,,,,41145300,132876,0.0
1698,,,,42076400,158604,0.0
1699,,,,42507100,168852,0.0
1700,,,,42956100,155736,0.0
1701,,,,43395700,103488,0.0
1702,,,,43817300,132888,0.0
1703,,,,44271743,152232,0.0
1704,,,,44710865,143064,0.0
1705,,,,45110041,162012,0.0
1706,,,,45455888,179652,0.0
1707,,,,45779970,200496,0.0
1708,,,,46151884,233520,0.0
1709,,,,46513964,261036,0.0
1710,,,,46814207,287784,0.0
1711,,,,47101747,255336,0.0
1712,,,,47380017,228432,0.0
1713,,,,47598615,275928,0.0
1714,,,,47798017,301884,0.0
1715,,,,48020985,305568,0.0
1716,,,,48248224,324720,0.0
1717,,,,48465917,349440,0.0
1718,,,,48671752,340920,0.0
1719,,,,21344500,23676,0.0
1720,,,,21401900,21864,8.436000000000002
1721,,,,21458000,16212,0.0
1722,,,,21227100,14196,0.0
1723,,,,21307600,14844,0.0
1724,,,,21386000,16872,0.0
1725,,,,21451300,21072,8.279999999999998
1726,,,,21397300,20856,0.0
1727,,,,21369000,20124,0.0
1728,,,,21338400,23604,0.0
1729,,,,21310800,20376,0.0
