,year,sex,suicides_rate,population,gdp_per_capita,HDI for year
1730,,,,21290400,21096,8.471999999999998
1731,,,,21272887,22968,0.0
1732,,,,20700580,26772,0.0
1733,,,,20656841,34776,0.0
1734,,,,20610767,44376,0.0
1735,,,,20569960,58164,9.011999999999997
1736,,,,20526561,72216,0.0
1737,,,,20475026,103116,0.0
1738,,,,20433803,125448,0.0
1739,,,,20390882,101580,0.0
1740,,,,20348649,98280,9.42
1741,,,,20291701,109032,9.431999999999997
1742,,,,19041594,108180,9.456000000000001
1743,,,,19003345,120960,9.492
1744,,,,18952235,126312,9.516
1745,,,,18863927,113172,0.0
1746,,,,16644905,100200,0.0
1747,,,,135443800,44880,0.0
1748,,,,136398200,45468,0.0
1749,,,,137283000,45276,0.0
1750,,,,138118900,39996,0.0
1751,,,,137692800,37920,0.0
1752,,,,138476200,34236,0.0
1753,,,,139087100,34128,0.0
1754,,,,139272600,33756,0.0
1755,,,,139283200,34884,0.0
1756,,,,139122100,23376,0.0
1757,,,,138717800,16944,0.0
1758,,,,138205695,22548,0.0
1759,,,,137521509,26748,0.0
1760,,,,136590900,30324,0.0
1761,,,,137019868,37692,0.0
1762,,,,137071699,51744,0.0
1763,,,,136162191,67332,0.0
1764,,,,135357462,87756,0.0
1765,,,,134778964,115716,0.0
1766,,,,134385949,148308,0.0
1767,,,,134085433,109416,0.0
1768,,,,134865987,135684,0.0
1769,,,,134745874,182712,0.0
1770,,,,134668522,196956,0.0
1771,,,,134713962,204624,0.0
1772,,,,134713962,183828,0.0
1773,,,,137018943,119844,0.0
1774,,,,39100,64068,0.0
1775,,,,39100,64416,0.0
1776,,,,39100,70416,0.0
1777,,,,110000,31608,0.0
1778,,,,111300,34500,0.0
1779,,,,113000,38928,0.0
1780,,,,118566,42060,0.0
1781,,,,120537,48180,0.0
1782,,,,122496,50328,0.0
1783,,,,124223,54768,0.0
1784,,,,125846,54816,0.0
1785,,,,127557,56448,0.0
1786,,,,129466,59364,0.0
1787,,,,131621,60372,0.0
1788,,,,133967,60636,0.0
1789,,,,136400,64884,0.0
1790,,,,138813,67080,0.0
1791,,,,141100,66684,8.196
1792,,,,143166,62340,0.0
1793,,,,145168,61860,0.0
1794,,,,147127,67188,0.0
1795,,,,149121,71868,0.0
1796,,,,151169,75504,8.292
1797,,,,153460,88692,0.0
1798,,,,157876,97464,0.0
1799,,,,159820,94824,0.0
1800,,,,161503,102684,8.760000000000002
1801,,,,162892,105912,8.760000000000002
1802,,,,163940,105168,8.760000000000002
1803,,,,164790,108492,8.748000000000001
1804,,,,165596,112464,8.748000000000001
1805,,,,89800,19464,0.0
1806,,,,90800,21252,0.0
1807,,,,92036,22896,0.0
1808,,,,94141,30636,0.0
1809,,,,95974,39516,0.0
1810,,,,96095,41400,0.0
1811,,,,96255,43356,0.0
1812,,,,96449,46488,0.0
1813,,,,96685,48492,0.0
1814,,,,96956,49044,8.088000000000003
1815,,,,97341,53016,0.0
1816,,,,97799,56676,0.0
1817,,,,98292,58824,0.0
1818,,,,98740,63432,0.0
1819,,,,99118,66672,8.364
1820,,,,99463,73704,0.0
1821,,,,99689,78468,0.0
1822,,,,99826,83592,0.0
1823,,,,99927,81048,0.0
1824,,,,100050,81708,8.532000000000002
1825,,,,100037,81108,8.556
1826,,,,100167,83016,8.58
1827,,,,100398,86196,8.604000000000003
1828,,,,100676,86436,8.639999999999999
1829,,,,100948,89952,0.0
1830,,,,25192,579060,0.0
1831,,,,25369,521220,0.0
1832,,,,28264,831612,0.0
1833,,,,7179002,30564,0.0
1834,,,,7162831,30840,0.0
1835,,,,7149140,10980,8.52
1836,,,,7142410,20616,0.0
1837,,,,7138113,27096,0.0
1838,,,,7111975,35748,0.0
1839,,,,7086364,42096,0.0
1840,,,,7058982,44628,8.891999999999998
1841,,,,7031811,52236,0.0
1842,,,,7009610,68976,0.0
1843,,,,6988532,84588,0.0
1844,,,,6968240,73392,0.0
1845,,,,6944871,68184,9.083999999999998
1846,,,,6900027,80808,9.132
1847,,,,6867174,71196,9.144000000000002
1848,,,,6832840,79944,9.251999999999999
1849,,,,6801810,78000,9.251999999999999
1850,,,,6766406,65904,0.0
1851,,,,57300,35364,0.0
1852,,,,57400,43452,0.0
1853,,,,58300,51312,0.0
1854,,,,75363,99084,0.0
1855,,,,76904,108840,0.0
1856,,,,78402,108012,0.0
1857,,,,79735,126312,0.0
1858,,,,80900,136332,8.831999999999999
1859,,,,81691,149304,0.0
1860,,,,82331,150648,0.0
1861,,,,82900,140004,0.0
1862,,,,83429,121884,0.0
1863,,,,83885,138756,8.916000000000002
1864,,,,80717,158448,9.024
1865,,,,81224,156528,9.132
1866,,,,82541,193080,9.204
1867,,,,83845,192216,9.264000000000001
1868,,,,85949,192060,0.0
1869,,,,2350500,97704,0.0
1870,,,,2379300,93660,0.0
1871,,,,2407800,104148,0.0
1872,,,,2393400,127032,0.0
1873,,,,2431100,150168,0.0
1874,,,,2511800,172716,8.616
1875,,,,2559300,213216,0.0
1876,,,,2604000,240348,0.0
1877,,,,2655800,274020,0.0
1878,,,,2712200,326424,0.0
1879,,,,2765300,381396,9.275999999999998
1880,,,,2823100,409776,0.0
1881,,,,2880000,417348,0.0
1882,,,,2940200,349800,0.0
1883,,,,2997100,345468,0.0
1884,,,,3047600,377352,9.828000000000003
1885,,,,3103000,345288,0.0
1886,,,,3165200,348576,0.0
1887,,,,3226200,360804,0.0
1888,,,,3281400,417588,0.0
1889,,,,3342400,457464,10.091999999999999
1890,,,,3411900,519816,0.0
1891,,,,3389600,637176,0.0
1892,,,,3448900,668820,0.0
1893,,,,3536100,652956,0.0
1894,,,,3576800,793188,10.764000000000001
1895,,,,3600900,919656,10.836000000000004
1896,,,,3631600,960480,10.86
1897,,,,3661456,997812,10.908000000000001
1898,,,,3689370,1013304,10.944000000000003
1899,,,,3719115,981192,0.0
1900,,,,4909228,37716,0.0
1901,,,,4935260,40008,0.0
1902,,,,4974858,48432,0.0
1903,,,,5005232,61692,9.0
1904,,,,5032436,66348,0.0
1905,,,,5058389,65616,0.0
1906,,,,5081100,70452,0.0
1907,,,,5098200,71592,0.0
1908,,,,5111813,68352,9.156
1909,,,,5100256,72240,0.0
1910,,,,5107584,82428,0.0
1911,,,,5113982,109656,0.0
1912,,,,5121210,134124,0.0
1913,,,,5126946,146748,9.516
1914,,,,5129369,165156,0.0
1915,,,,5132660,201780,0.0
1916,,,,5137067,234360,0.0
1917,,,,5141744,207588,0.0
1918,,,,5147562,208644,9.924000000000001
1919,,,,5116922,219072,10.032000000000002
1920,,,,5122209,230712,10.08
1921,,,,5129686,236148,10.128
1922,,,,1884000,135492,9.384
1923,,,,1893100,136152,0.0
1924,,,,1883900,132168,0.0
1925,,,,1880300,141204,0.0
1926,,,,1884400,144492,0.0
1927,,,,1886483,129396,9.888
1928,,,,1901330,131748,0.0
1929,,,,1906124,148344,0.0
1930,,,,1907589,186816,0.0
1931,,,,1907862,216804,0.0
1932,,,,1911817,228144,10.283999999999999
1933,,,,1918570,247608,0.0
1934,,,,1927332,299568,0.0
1935,,,,1943758,343188,0.0
1936,,,,1942037,310464,0.0
1937,,,,1944774,296268,10.511999999999995
1938,,,,1944561,316524,10.524000000000001
1939,,,,1945988,285840,10.536
1940,,,,1948276,296364,10.536
1941,,,,1951786,306828,10.560000000000002
1942,,,,1954632,264432,0.0
1943,,,,37773652,46896,0.0
1944,,,,38528157,47520,0.0
1945,,,,39232468,42144,0.0
1946,,,,39907560,41088,0.0
1947,,,,40568559,40332,7.583999999999999
1948,,,,41185599,35436,0.0
1949,,,,41803868,33228,0.0
1950,,,,42415309,49584,0.0
1951,,,,43005874,63876,0.0
1952,,,,43566107,70968,7.355999999999998
1953,,,,44079057,73992,0.0
1954,,,,44577435,80496,0.0
1955,,,,43680586,78876,0.0
1956,,,,45607048,78204,0.0
1957,,,,46176200,97536,7.715999999999998
1958,,,,46806739,106872,7.8119999999999985
1959,,,,47484256,100164,7.907999999999999
1960,,,,48192699,91344,7.956
1961,,,,48912129,86088,7.992000000000001
1962,,,,49627460,76836,0.0
1963,,,,35997000,60108,8.699999999999998
1964,,,,36223000,83028,0.0
1965,,,,36425700,104724,0.0
1966,,,,36597300,123000,0.0
1967,,,,36740400,135096,0.0
1968,,,,36861400,174204,9.072000000000001
1969,,,,36958100,186888,0.0
1970,,,,37000900,204060,0.0
1971,,,,37122100,169272,0.0
1972,,,,37203100,170676,0.0
1973,,,,37275300,197328,9.636
1974,,,,37341200,205992,0.0
1975,,,,37405000,188856,0.0
1976,,,,37458900,197676,0.0
1977,,,,37789271,201072,0.0
1978,,,,38319996,186456,9.924000000000001
1979,,,,38713504,194028,0.0
1980,,,,39340611,215088,0.0
1981,,,,39947556,272412,0.0
1982,,,,40555823,316464,0.0
1983,,,,41195479,337104,10.14
1984,,,,41808848,362952,0.0
1985,,,,42547327,417228,0.0
1986,,,,43199484,454176,0.0
1987,,,,43490086,413640,0.0
1988,,,,43595356,394068,10.404
1989,,,,43642571,409164,10.439999999999998
1990,,,,44318859,361752,10.488000000000005
1991,,,,44227625,369504,10.488000000000005
1992,,,,44172771,374052,10.511999999999995
1993,,,,44186528,325296,0.0
1994,,,,13857000,5172,7.163999999999998
1995,,,,14101400,5448,0.0
1996,,,,16654427,10008,0.0
1997,,,,16775409,10800,0.0
1998,,,,16897691,11220,0.0
1999,,,,17020287,11040,0.0
2000,,,,17140342,11436,8.148000000000001
2001,,,,17266961,10944,0.0
2002,,,,17395955,11412,0.0
2003,,,,17524596,12924,0.0
2004,,,,17891558,18960,0.0
2005,,,,322700,32472,0.0
2006,,,,326294,32772,0.0
2007,,,,332013,35412,0.0
2008,,,,339611,41016,0.0
2009,,,,347723,18720,0.0
2010,,,,348700,13368,0.0
2011,,,,363079,14820,0.0
2012,,,,370194,13116,0.0
2013,,,,389414,21384,0.0
2014,,,,395805,26088,0.0
2015,,,,401814,27768,0.0
2016,,,,407606,27816,0.0
2017,,,,413303,25704,0.0
2018,,,,419001,25548,0.0
2019,,,,424515,21576,0.0
2020,,,,430176,30084,0.0
2021,,,,435946,34992,0.0
2022,,,,441717,40320,0.0
2023,,,,447445,48108,8.304
2024,,,,453293,69528,0.0
2025,,,,459086,76764,0.0
2026,,,,464789,91212,0.0
2027,,,,470448,98856,0.0
2028,,,,476052,110112,8.484
2029,,,,481521,110208,8.508
2030,,,,486964,122724,8.532000000000002
2031,,,,492359,125412,8.556
2032,,,,497701,126360,8.568000000000003
2033,,,,7909000,273756,0.0
2034,,,,7930900,308772,0.0
2035,,,,7964800,323736,0.0
2036,,,,8005700,386952,9.779999999999996
2037,,,,8041100,403476,0.0
2038,,,,8073200,416652,0.0
2039,,,,8112500,310560,0.0
2040,,,,8174100,331896,0.0
2041,,,,8233000,384864,10.272
2042,,,,8274300,417828,0.0
2043,,,,8311300,381852,0.0
2044,,,,8346300,383592,0.0
2045,,,,8378013,387936,0.0
2046,,,,8409008,370752,10.764000000000001
2047,,,,8439317,341148,0.0
2048,,,,8465828,374100,0.0
2049,,,,8490539,467964,0.0
2050,,,,8514314,537972,0.0
2051,,,,8538624,546756,10.703999999999999
2052,,,,8576044,587724,0.0
2053,,,,8629159,678372,0.0
2054,,,,8688504,709860,0.0
2055,,,,8755922,588840,0.0
2056,,,,8823125,664224,10.812
2057,,,,8884644,760560,10.836000000000004
2058,,,,8948909,729312,10.848
2059,,,,9024081,769596,10.86
2060,,,,9114524,755472,10.884
2061,,,,9114524,655548,0.0
2062,,,,8125852,555940,0.0
2063,,,,6617500,621288,10.152
2064,,,,6652200,595452,0.0
2065,,,,6675200,515076,0.0
2066,,,,6725167,526464,0.0
2067,,,,6764328,514308,0.0
2068,,,,6809589,479424,10.656
2069,,,,6865842,486984,0.0
2070,,,,6942010,521028,0.0
2071,,,,6969293,607668,0.0
2072,,,,7023166,673476,0.0
2073,,,,7071991,693480,10.848
2074,,,,7118477,726432,0.0
2075,,,,7183595,801684,0.0
2076,,,,7274875,914424,0.0
2077,,,,7364558,882348,0.0
2078,,,,7439147,941688,11.088
2079,,,,7518040,1116636,11.100000000000001
2080,,,,7595591,1055412,11.123999999999997
2081,,,,7681318,1075608,11.136000000000003
2082,,,,7809621,1089708,11.159999999999998
2083,,,,7892502,1032816,0.0
2084,,,,46303443,10080,6.467999999999999
2085,,,,47331465,10932,0.0
2086,,,,48376410,12540,0.0
2087,,,,51228668,19992,6.864000000000001
2088,,,,51947693,22692,0.0
2089,,,,52570440,25440,0.0
2090,,,,52691000,33408,0.0
2091,,,,54366057,37368,7.331999999999998
2092,,,,55070703,39888,0.0
2093,,,,55859088,32268,0.0
2094,,,,56691783,24060,0.0
2095,,,,57507860,26436,0.0
2096,,,,58262135,26028,7.775999999999999
2097,,,,58263389,27660,0.0
2098,,,,60158951,30372,0.0
2099,,,,60686373,34188,0.0
2100,,,,61182665,37128,8.208
2101,,,,61636512,43176,0.0
2102,,,,58941621,53532,0.0
2103,,,,59216773,59052,0.0
2104,,,,59483718,56832,0.0
2105,,,,59769764,68484,8.592
2106,,,,60261832,73836,8.652
2107,,,,60382255,79008,8.688
2108,,,,60766487,83004,8.688
2109,,,,61139919,79944,8.712
2110,,,,61261276,78624,0.0
2111,,,,53442001,67130,0.0
2112,,,,1008000,87804,8.075999999999999
2113,,,,1061600,54192,0.0
2114,,,,1078300,53388,0.0
2115,,,,1095600,49248,0.0
2116,,,,1070000,48480,0.0
2117,,,,1088500,55872,8.075999999999999
2118,,,,1102000,57804,0.0
2119,,,,1132600,57636,0.0
2120,,,,1148300,48792,0.0
2121,,,,1162900,51048,0.0
2122,,,,1149173,55644,8.208
2123,,,,1156185,59784,0.0
2124,,,,1162267,59244,0.0
2125,,,,1167924,62100,0.0
2126,,,,1173276,69636,0.0
2127,,,,1178363,83040,8.604000000000003
2128,,,,1183354,89496,0.0
2129,,,,1188800,90936,0.0
2130,,,,1194458,113580,0.0
2131,,,,1200116,132792,0.0
2132,,,,1205471,159096,9.036
2133,,,,1209301,182280,0.0
2134,,,,1213988,213924,0.0
2135,,,,1219336,274284,0.0
2136,,,,1225097,187824,0.0
2137,,,,1231002,216000,9.264000000000001
2138,,,,1237186,246684,9.204
2139,,,,65962419,117276,0.0
2140,,,,66975131,138300,8.855999999999998
2141,,,,68034357,146844,9.011999999999997
2142,,,,68976439,152052,9.072000000000001
2143,,,,69880352,163236,9.108000000000002
2144,,,,70931420,158040,9.132
2145,,,,71880464,143532,0.0
2146,,,,2859100,9780,0.0
2147,,,,2926300,12348,0.0
2148,,,,2999000,12036,0.0
2149,,,,3079800,12432,0.0
2150,,,,3162500,12168,0.0
2151,,,,3252900,11808,0.0
2152,,,,3331100,11448,0.0
2153,,,,3423100,8976,0.0
2154,,,,3818200,7800,0.0
2155,,,,3913000,7296,0.0
2156,,,,4006400,7344,0.0
2157,,,,4099200,7632,0.0
2158,,,,3958754,7428,0.0
2159,,,,4026478,8652,0.0
2160,,,,4095981,10356,0.0
2161,,,,4143692,12924,0.0
2162,,,,4177740,17172,0.0
2163,,,,4211000,19488,0.0
2164,,,,4252530,22872,0.0
2165,,,,4287650,28764,0.0
2166,,,,4342657,34992,0.0
2167,,,,4412135,52416,0.0
2168,,,,4484467,54096,0.0
2169,,,,4551185,59544,7.992000000000001
2170,,,,4626095,75828,8.052000000000001
2171,,,,4690058,89976,8.123999999999999
2172,,,,4748055,99060,8.184000000000003
2173,,,,4811227,108552,8.255999999999998
2174,,,,4886514,87912,0.0
2175,,,,47374200,16236,0.0
2176,,,,47549900,18852,0.0
2177,,,,47761700,20784,0.0
2178,,,,47971600,20376,8.459999999999999
2179,,,,48200600,19284,0.0
2180,,,,48487300,18300,0.0
2181,,,,48680500,16188,0.0
2182,,,,48619000,12972,0.0
2183,,,,48415300,11952,7.944
2184,,,,48174500,11100,0.0
2185,,,,47923000,12552,0.0
2186,,,,47675400,10548,0.0
2187,,,,47415400,7992,0.0
2188,,,,47125400,7956,8.016
2189,,,,46805969,9744,0.0
2190,,,,46060017,11040,0.0
2191,,,,45697383,13164,0.0
2192,,,,45322826,17184,0.0
2193,,,,44939270,23004,8.556
2194,,,,44560034,29016,0.0
2195,,,,44198672,38748,0.0
2196,,,,43856123,49248,0.0
2197,,,,43557944,32292,0.0
2198,,,,43296809,37692,8.784
2199,,,,43074791,45456,8.855999999999998
2200,,,,42915935,49152,8.916000000000002
2201,,,,40464165,39588,8.964
2202,,,,40345446,27072,0.0
2203,,,,4280433,506352,9.864
2204,,,,4923879,541320,0.0
2205,,,,5695389,543420,0.0
2206,,,,6510358,581484,0.0
2207,,,,7252480,419520,0.0
2208,,,,7839736,443568,9.936
2209,,,,53006535,110772,9.036
2210,,,,53119533,135876,0.0
2211,,,,53239668,167952,0.0
2212,,,,53310780,204864,0.0
2213,,,,53425129,208188,0.0
2214,,,,53557854,244932,9.275999999999998
2215,,,,53903427,254412,0.0
2216,,,,54076358,261780,0.0
2217,,,,54283982,234636,0.0
2218,,,,54497293,251124,0.0
2219,,,,54746964,292668,10.043999999999999
2220,,,,55012207,307308,0.0
2221,,,,55266635,337092,0.0
2222,,,,55527379,354096,0.0
2223,,,,55833339,357984,0.0
2224,,,,56133909,352296,10.38
2225,,,,55571993,350148,0.0
2226,,,,55908944,379560,0.0
2227,,,,56171771,435468,0.0
2228,,,,56455011,509832,0.0
2229,,,,56809024,532464,10.680000000000001
2230,,,,57091129,565956,0.0
2231,,,,57382757,642912,0.0
2232,,,,57683372,601332,0.0
2233,,,,58013559,492888,0.0
2234,,,,58403529,501576,10.872
2235,,,,58881852,533892,10.812
2236,,,,59708630,535020,10.812
2237,,,,60091793,547128,10.823999999999998
2238,,,,60570482,598872,10.884
2239,,,,61082942,566880,0.0
2240,,,,220723000,236316,10.091999999999999
2241,,,,222953000,247056,0.0
2242,,,,225148000,259572,0.0
2243,,,,227353000,277236,0.0
2244,,,,229487000,295848,0.0
2245,,,,229952200,312048,10.308000000000002
2246,,,,232955000,318036,0.0
2247,,,,235565600,333120,0.0
2248,,,,238092300,346692,0.0
2249,,,,240614100,364500,0.0
2250,,,,243164200,378216,10.511999999999995
2251,,,,245997800,395136,0.0
2252,,,,248486400,415728,0.0
2253,,,,251332500,433968,0.0
2254,,,,253748671,456864,0.0
2255,,,,262246108,470616,10.596
2256,,,,265427546,480216,0.0
2257,,,,268759559,490140,0.0
2258,,,,271041510,509616,0.0
2259,,,,273584136,538404,0.0
2260,,,,276106680,569076,10.764000000000001
2261,,,,278980848,595992,0.0
2262,,,,280658606,619020,0.0
2263,,,,282355565,625536,0.0
2264,,,,285162662,606756,0.0
2265,,,,287839149,623868,10.908000000000001
2266,,,,290313825,641424,10.931999999999997
2267,,,,292827128,662040,10.944000000000003
2268,,,,295322862,678240,10.956000000000001
2269,,,,297749735,702372,10.979999999999997
2270,,,,300078511,724644,0.0
2271,,,,2737400,20748,8.004
2272,,,,2757600,25584,0.0
2273,,,,2778900,31812,0.0
2274,,,,2799600,35208,0.0
2275,,,,2820700,35904,0.0
2276,,,,2834000,39372,8.304
2277,,,,2896228,62160,0.0
2278,,,,2920296,71808,0.0
2279,,,,2943816,78660,8.532000000000002
2280,,,,2967278,82968,0.0
2281,,,,2991662,96144,0.0
2282,,,,3014887,101040,0.0
2283,,,,3034833,94836,0.0
2284,,,,3050169,89796,8.904
2285,,,,3061024,81924,0.0
2286,,,,3065257,53268,0.0
2287,,,,3065772,47148,0.0
2288,,,,3066489,53556,0.0
2289,,,,3070178,67860,9.072000000000001
2290,,,,3077445,76344,0.0
2291,,,,3087957,90972,0.0
2292,,,,3100791,117516,0.0
2293,,,,3114306,121992,0.0
2294,,,,3127306,154584,9.360000000000001
2295,,,,3151939,195168,9.456000000000001
2296,,,,3164670,218148,9.48
2297,,,,3177645,216144,9.516
2298,,,,3190795,200352,0.0
2299,,,,17165700,9336,0.0
2300,,,,17347800,9456,0.0
2301,,,,18257000,8508,0.0
2302,,,,18509300,8496,0.0
2303,,,,19144700,8088,0.0
2304,,,,19599000,8172,0.0
2305,,,,19854500,8436,0.0
2306,,,,20364300,8688,0.0
2307,,,,20861200,8628,0.0
2308,,,,21329916,9612,0.0
2309,,,,21789067,7584,7.128000000000001
2310,,,,22231527,6156,0.0
2311,,,,22632256,5136,0.0
2312,,,,22982883,5292,0.0
2313,,,,23300841,6192,0.0
2314,,,,23600347,7272,7.5
2315,,,,25288102,15984,0.0
2316,,,,25651783,18396,7.860000000000002
2317,,,,25978049,21204,7.931999999999998
2318,,,,26381830,23568,8.016
2319,,,,26838924,25800,8.063999999999998
2320,,,,27313507,27708,8.1
